id,State,Year,National Rank,Female Senate Democrats,Female Senate Republicans,Female Senate Independents,Female Senate Other,Female Senate Total,Total Senate Members,Female House Democrats,Female House Republicans,Female House Independents,Female House Other,Female House Total,Total House Members,Total Females in Legislature,Total Legislature Members,Percentage of Females in Legislature
723,Minnesota,2005.0,13.0,11.0,11.0,1.0,0.0,23.0,67.0,26.0,11.0,0.0,0.0,37.0,134.0,60.0,201.0,29.9
724,Mississippi,2005.0,47.0,4.0,0.0,0.0,0.0,4.0,52.0,13.0,5.0,0.0,0.0,18.0,122.0,22.0,174.0,12.6
725,Missouri,2005.0,26.0,4.0,2.0,0.0,0.0,6.0,34.0,25.0,10.0,0.0,0.0,35.0,163.0,41.0,197.0,20.8
726,Montana,2005.0,20.0,6.0,1.0,0.0,0.0,7.0,50.0,22.0,8.0,0.0,0.0,30.0,100.0,37.0,150.0,24.7
727,Nebraska*,2005.0,21.0,0.0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,49.0,24.5
728,Nevada,2005.0,3.0,4.0,2.0,0.0,0.0,6.0,21.0,11.0,4.0,0.0,0.0,15.0,42.0,21.0,63.0,33.3
729,New Hampshire,2005.0,11.0,4.0,1.0,0.0,0.0,5.0,24.0,70.0,54.0,0.0,0.0,124.0,400.0,129.0,424.0,30.4
730,New Jersey,2005.0,41.0,5.0,2.0,0.0,0.0,7.0,40.0,9.0,3.0,0.0,0.0,12.0,80.0,19.0,120.0,15.8
731,New Mexico,2005.0,9.0,7.0,4.0,0.0,0.0,11.0,42.0,12.0,12.0,0.0,0.0,24.0,70.0,35.0,112.0,31.3
732,New York,2005.0,25.0,7.0,3.0,0.0,0.0,10.0,62.0,31.0,6.0,0.0,0.0,37.0,150.0,47.0,212.0,22.2
733,North Carolina,2005.0,24.0,7.0,0.0,0.0,0.0,7.0,50.0,22.0,10.0,0.0,0.0,32.0,120.0,39.0,170.0,22.9
734,North Dakota,2005.0,38.0,3.0,2.0,0.0,0.0,5.0,47.0,7.0,11.0,0.0,0.0,18.0,94.0,23.0,141.0,16.3
735,Ohio,2005.0,30.0,3.0,2.0,0.0,0.0,5.0,33.0,13.0,8.0,0.0,0.0,21.0,99.0,26.0,132.0,19.7
736,Oklahoma,2005.0,44.0,6.0,2.0,0.0,0.0,8.0,48.0,5.0,9.0,0.0,0.0,14.0,101.0,22.0,149.0,14.8
737,Oregon,2005.0,15.0,8.0,1.0,0.0,0.0,9.0,30.0,8.0,8.0,0.0,0.0,16.0,60.0,25.0,90.0,27.8
738,Pennsylvania,2005.0,46.0,5.0,4.0,0.0,0.0,9.0,50.0,9.0,16.0,0.0,0.0,25.0,203.0,34.0,253.0,13.4
739,Rhode Island,2005.0,37.0,7.0,1.0,0.0,0.0,8.0,38.0,9.0,2.0,0.0,0.0,11.0,75.0,19.0,113.0,16.8
740,South Carolina,2005.0,50.0,1.0,0.0,0.0,0.0,1.0,46.0,6.0,7.0,0.0,0.0,13.0,124.0,14.0,170.0,8.2
741,South Dakota,2005.0,40.0,2.0,1.0,0.0,0.0,3.0,35.0,4.0,10.0,0.0,0.0,14.0,70.0,17.0,105.0,16.2
742,Tennessee,2005.0,34.0,4.0,3.0,0.0,0.0,7.0,33.0,11.0,5.0,0.0,0.0,16.0,99.0,23.0,132.0,17.4
743,Texas,2005.0,31.0,2.0,2.0,0.0,0.0,4.0,31.0,13.0,18.0,0.0,0.0,31.0,150.0,35.0,181.0,19.3
744,Utah,2005.0,28.0,2.0,2.0,0.0,0.0,4.0,29.0,7.0,10.0,0.0,0.0,17.0,75.0,21.0,104.0,20.2
745,Vermont,2005.0,3.0,8.0,2.0,0.0,0.0,10.0,30.0,34.0,14.0,0.0,0.0,50.0,150.0,60.0,180.0,33.3
746,Virginia,2005.0,43.0,7.0,1.0,0.0,0.0,8.0,40.0,8.0,5.0,0.0,0.0,13.0,100.0,21.0,140.0,15.0
747,Washington,2005.0,3.0,15.0,5.0,0.0,0.0,20.0,49.0,19.0,10.0,0.0,0.0,29.0,98.0,49.0,147.0,33.3
748,West Virginia,2005.0,42.0,0.0,3.0,0.0,0.0,3.0,34.0,12.0,6.0,0.0,0.0,18.0,100.0,21.0,134.0,15.7
749,Wisconsin,2005.0,18.0,3.0,5.0,0.0,0.0,8.0,33.0,12.0,14.0,0.0,0.0,26.0,99.0,34.0,132.0,25.8
750,Wyoming,2005.0,45.0,3.0,1.0,0.0,0.0,4.0,30.0,4.0,5.0,0.0,0.0,9.0,60.0,13.0,90.0,14.4
751,Alabama,2004.0,49.0,2.0,1.0,0.0,0.0,3.0,35.0,9.0,2.0,0.0,0.0,11.0,105.0,14.0,140.0,10.0
752,Alaska,2004.0,32.0,3.0,0.0,1.0,0.0,4.0,20.0,3.0,5.0,0.0,0.0,8.0,40.0,12.0,60.0,20.0
753,Arizona,2004.0,14.0,3.0,5.0,0.0,0.0,8.0,30.0,7.0,9.0,1.0,0.0,17.0,60.0,25.0,90.0,27.8
754,Arkansas,2004.0,41.0,5.0,2.0,0.0,0.0,7.0,35.0,9.0,6.0,0.0,0.0,15.0,100.0,22.0,135.0,16.3
755,California,2004.0,6.0,11.0,0.0,0.0,0.0,11.0,40.0,20.0,5.0,0.0,0.0,25.0,80.0,36.0,120.0,30.0
756,Colorado,2004.0,3.0,9.0,1.0,0.0,0.0,10.0,35.0,14.0,10.0,0.0,0.0,24.0,65.0,34.0,100.0,34.0
757,Connecticut,2004.0,7.0,6.0,2.0,0.0,0.0,8.0,36.0,29.0,18.0,0.0,0.0,47.0,151.0,55.0,187.0,29.4
758,Deleware,2004.0,8.0,4.0,3.0,0.0,0.0,7.0,21.0,4.0,7.0,0.0,0.0,11.0,41.0,18.0,62.0,29.0
759,Florida,2004.0,20.0,5.0,5.0,0.0,0.0,10.0,40.0,15.0,15.0,0.0,0.0,30.0,120.0,40.0,160.0,25.0
760,Georgia,2004.0,25.0,11.0,2.0,0.0,0.0,13.0,56.0,28.0,10.0,0.0,0.0,38.0,180.0,51.0,236.0,21.6
761,Hawaii,2004.0,15.0,7.0,0.0,0.0,0.0,7.0,25.0,8.0,6.0,0.0,0.0,14.0,51.0,21.0,76.0,27.6
762,Idaho,2004.0,19.0,1.0,2.0,0.0,0.0,3.0,35.0,8.0,16.0,0.0,0.0,24.0,70.0,27.0,105.0,25.7
763,Illinois,2004.0,11.0,9.0,4.0,0.0,0.0,13.0,59.0,24.0,13.0,0.0,0.0,37.0,118.0,50.0,177.0,28.2
764,Indiana,2004.0,36.0,7.0,6.0,0.0,0.0,13.0,50.0,7.0,7.0,0.0,0.0,14.0,100.0,27.0,150.0,18.0
765,Iowa,2004.0,26.0,1.0,6.0,0.0,0.0,7.0,50.0,16.0,9.0,0.0,0.0,25.0,100.0,32.0,150.0,21.3
766,Kansas,2004.0,13.0,3.0,7.0,0.0,0.0,10.0,40.0,17.0,19.0,0.0,0.0,36.0,125.0,46.0,165.0,27.9
767,Kentucky,2004.0,48.0,0.0,4.0,0.0,0.0,4.0,38.0,9.0,2.0,0.0,0.0,11.0,100.0,15.0,138.0,10.9
768,Louisiana,2004.0,39.0,5.0,1.0,0.0,0.0,6.0,39.0,13.0,5.0,0.0,0.0,18.0,105.0,24.0,144.0,16.7
769,Maine,2004.0,18.0,9.0,4.0,0.0,0.0,13.0,35.0,26.0,11.0,0.0,0.0,37.0,151.0,50.0,186.0,26.9
770,Maryland,2004.0,2.0,12.0,3.0,0.0,0.0,15.0,47.0,38.0,11.0,0.0,0.0,49.0,141.0,64.0,188.0,34.0
771,Massachusetts,2004.0,20.0,10.0,1.0,0.0,0.0,11.0,40.0,33.0,6.0,0.0,0.0,39.0,160.0,50.0,200.0,25.0
772,Michigan,2004.0,23.0,5.0,6.0,0.0,0.0,11.0,38.0,15.0,9.0,0.0,0.0,24.0,110.0,35.0,148.0,23.6
773,Minnesota,2004.0,17.0,11.0,11.0,1.0,0.0,23.0,67.0,16.0,16.0,0.0,0.0,32.0,134.0,55.0,201.0,27.4
774,Mississippi,2004.0,47.0,4.0,0.0,0.0,0.0,4.0,52.0,13.0,5.0,0.0,0.0,18.0,122.0,22.0,174.0,12.6
775,Missouri,2004.0,27.0,4.0,3.0,0.0,0.0,7.0,34.0,24.0,11.0,0.0,0.0,35.0,163.0,42.0,197.0,21.3
776,Montana,2004.0,22.0,7.0,1.0,0.0,0.0,8.0,50.0,19.0,10.0,0.0,0.0,29.0,100.0,37.0,150.0,24.7
777,Nebraska*,2004.0,35.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,18.4
778,Nevada,2004.0,10.0,4.0,3.0,0.0,0.0,7.0,21.0,8.0,3.0,0.0,0.0,11.0,42.0,18.0,63.0,28.6
779,New Hampshire,2004.0,16.0,2.0,2.0,0.0,0.0,4.0,24.0,61.0,52.0,0.0,0.0,113.0,400.0,117.0,424.0,27.6
780,New Jersey,2004.0,43.0,4.0,2.0,0.0,0.0,6.0,40.0,10.0,3.0,0.0,0.0,13.0,80.0,19.0,120.0,15.8
781,New Mexico,2004.0,5.0,7.0,5.0,0.0,0.0,12.0,42.0,12.0,10.0,0.0,0.0,22.0,70.0,34.0,112.0,30.4
782,New York,2004.0,24.0,6.0,5.0,0.0,0.0,11.0,62.0,29.0,8.0,0.0,0.0,37.0,150.0,48.0,212.0,22.6
783,North Carolina,2004.0,29.0,5.0,2.0,0.0,0.0,7.0,50.0,18.0,11.0,0.0,0.0,29.0,120.0,36.0,170.0,21.2
784,North Dakota,2004.0,40.0,3.0,2.0,0.0,0.0,5.0,47.0,6.0,12.0,0.0,0.0,18.0,94.0,23.0,141.0,16.3
785,Ohio,2004.0,28.0,3.0,1.0,0.0,0.0,4.0,33.0,12.0,12.0,0.0,0.0,24.0,99.0,28.0,132.0,21.2
786,Oklahoma,2004.0,46.0,6.0,2.0,0.0,0.0,8.0,48.0,5.0,6.0,0.0,0.0,11.0,101.0,19.0,149.0,12.8
787,Oregon,2004.0,9.0,6.0,1.0,0.0,0.0,7.0,30.0,10.0,9.0,0.0,0.0,19.0,60.0,26.0,90.0,28.9
788,Pennsylvania,2004.0,45.0,5.0,3.0,0.0,0.0,8.0,50.0,10.0,18.0,0.0,0.0,28.0,203.0,36.0,253.0,14.2
789,Rhode Island,2004.0,31.0,7.0,2.0,0.0,0.0,9.0,38.0,11.0,3.0,0.0,0.0,14.0,75.0,23.0,113.0,20.4
790,South Carolina,2004.0,50.0,2.0,0.0,0.0,0.0,2.0,46.0,8.0,6.0,0.0,0.0,14.0,124.0,16.0,170.0,9.4
791,South Dakota,2004.0,42.0,0.0,4.0,0.0,0.0,4.0,35.0,4.0,9.0,0.0,0.0,13.0,70.0,17.0,105.0,16.2
792,Tennessee,2004.0,38.0,4.0,1.0,0.0,0.0,5.0,33.0,12.0,6.0,0.0,0.0,18.0,99.0,23.0,132.0,17.4
793,Texas,2004.0,33.0,2.0,2.0,0.0,0.0,4.0,31.0,11.0,20.0,0.0,0.0,31.0,150.0,35.0,181.0,19.3
794,Utah,2004.0,30.0,3.0,2.0,0.0,0.0,5.0,29.0,7.0,10.0,0.0,0.0,17.0,75.0,22.0,104.0,21.2
795,Vermont,2004.0,4.0,8.0,1.0,0.0,0.0,9.0,30.0,26.0,19.0,1.0,1.0,47.0,150.0,56.0,180.0,31.1
796,Virginia,2004.0,44.0,7.0,1.0,0.0,0.0,8.0,40.0,6.0,6.0,0.0,0.0,12.0,100.0,20.0,140.0,14.3
797,Washington,2004.0,1.0,16.0,5.0,0.0,0.0,21.0,49.0,20.0,11.0,0.0,0.0,31.0,98.0,52.0,147.0,35.4
798,West Virginia,2004.0,34.0,1.0,4.0,0.0,0.0,5.0,34.0,14.0,6.0,0.0,0.0,20.0,100.0,25.0,134.0,18.7
799,Wisconsin,2004.0,12.0,3.0,6.0,0.0,0.0,9.0,33.0,13.0,15.0,0.0,0.0,28.0,99.0,37.0,132.0,28.0
800,Wyoming,2004.0,37.0,4.0,2.0,0.0,0.0,6.0,30.0,6.0,4.0,0.0,0.0,10.0,60.0,16.0,90.0,17.8
801,Alabama,2003.0,49.0,2.0,1.0,0.0,0.0,3.0,35.0,9.0,2.0,0.0,0.0,11.0,105.0,14.0,140.0,10.0
802,Alaska,2003.0,30.0,3.0,0.0,1.0,0.0,4.0,20.0,3.0,5.0,0.0,0.0,8.0,40.0,12.0,60.0,20.0
803,Arizona,2003.0,13.0,3.0,5.0,0.0,0.0,8.0,30.0,8.0,9.0,0.0,0.0,17.0,60.0,25.0,90.0,27.8
804,Arkansas,2003.0,40.0,5.0,2.0,0.0,0.0,7.0,35.0,9.0,6.0,0.0,0.0,15.0,100.0,22.0,135.0,16.3
805,California,2003.0,6.0,11.0,0.0,0.0,0.0,11.0,40.0,20.0,5.0,0.0,0.0,25.0,80.0,36.0,120.0,30.0
806,Colorado,2003.0,2.0,8.0,1.0,0.0,0.0,9.0,35.0,14.0,10.0,0.0,0.0,24.0,65.0,33.0,100.0,33.0
807,Connecticut,2003.0,8.0,6.0,2.0,0.0,0.0,8.0,36.0,29.0,18.0,0.0,0.0,47.0,151.0,55.0,187.0,29.4
808,Deleware,2003.0,9.0,4.0,3.0,0.0,0.0,7.0,21.0,4.0,7.0,0.0,0.0,11.0,41.0,18.0,62.0,29.0
809,Florida,2003.0,22.0,5.0,5.0,0.0,0.0,10.0,40.0,15.0,14.0,0.0,0.0,29.0,120.0,39.0,160.0,24.4
810,Georgia,2003.0,26.0,11.0,2.0,0.0,0.0,13.0,56.0,30.0,8.0,0.0,0.0,38.0,180.0,51.0,236.0,21.6
811,Hawaii,2003.0,14.0,7.0,0.0,0.0,0.0,7.0,25.0,8.0,6.0,0.0,0.0,14.0,51.0,21.0,76.0,27.6
812,Idaho,2003.0,20.0,1.0,3.0,0.0,0.0,4.0,35.0,8.0,15.0,0.0,0.0,23.0,70.0,27.0,105.0,25.7
813,Illinois,2003.0,16.0,8.0,3.0,0.0,0.0,11.0,59.0,23.0,14.0,0.0,0.0,37.0,118.0,48.0,177.0,27.1
814,Indiana,2003.0,36.0,7.0,6.0,0.0,0.0,13.0,50.0,7.0,7.0,0.0,0.0,14.0,100.0,27.0,150.0,18.0
815,Iowa,2003.0,27.0,1.0,6.0,0.0,0.0,7.0,50.0,16.0,9.0,0.0,0.0,25.0,100.0,32.0,150.0,21.3
816,Kansas,2003.0,11.0,3.0,8.0,0.0,0.0,11.0,40.0,16.0,19.0,0.0,0.0,35.0,125.0,46.0,165.0,27.9
817,Kentucky,2003.0,48.0,0.0,4.0,0.0,0.0,4.0,38.0,9.0,2.0,0.0,0.0,11.0,100.0,15.0,138.0,10.9
818,Louisiana,2003.0,42.0,3.0,0.0,0.0,0.0,3.0,39.0,14.0,6.0,0.0,0.0,20.0,105.0,23.0,144.0,16.0
819,Maine,2003.0,17.0,9.0,4.0,0.0,0.0,13.0,35.0,26.0,11.0,0.0,0.0,37.0,151.0,50.0,186.0,26.9
820,Maryland,2003.0,3.0,12.0,3.0,0.0,0.0,15.0,47.0,37.0,10.0,0.0,0.0,47.0,141.0,62.0,188.0,33.0
821,Massachusetts,2003.0,19.0,11.0,1.0,0.0,0.0,12.0,40.0,34.0,6.0,0.0,0.0,40.0,160.0,52.0,200.0,26.0
822,Michigan,2003.0,23.0,5.0,6.0,0.0,0.0,11.0,38.0,15.0,9.0,0.0,0.0,24.0,110.0,35.0,148.0,23.6
823,Minnesota,2003.0,15.0,11.0,11.0,1.0,0.0,23.0,67.0,16.0,16.0,0.0,0.0,32.0,134.0,55.0,201.0,27.4
824,Mississippi,2003.0,46.0,6.0,0.0,0.0,0.0,6.0,52.0,12.0,4.0,0.0,0.0,16.0,122.0,22.0,174.0,12.6
825,Missouri,2003.0,28.0,4.0,3.0,0.0,0.0,7.0,34.0,24.0,11.0,0.0,0.0,35.0,163.0,42.0,197.0,21.3
826,Montana,2003.0,21.0,7.0,1.0,0.0,0.0,8.0,50.0,19.0,10.0,0.0,0.0,29.0,100.0,37.0,150.0,24.7
827,Nebraska*,2003.0,35.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,18.4
828,Nevada,2003.0,10.0,4.0,3.0,0.0,0.0,7.0,21.0,8.0,3.0,0.0,0.0,11.0,42.0,18.0,63.0,28.6
829,New Hampshire,2003.0,14.0,2.0,2.0,0.0,0.0,4.0,24.0,61.0,52.0,0.0,0.0,113.0,400.0,117.0,424.0,27.6
830,New Jersey,2003.0,39.0,3.0,2.0,0.0,0.0,5.0,40.0,10.0,5.0,0.0,0.0,15.0,80.0,20.0,120.0,16.7
831,New Mexico,2003.0,7.0,7.0,5.0,0.0,0.0,12.0,42.0,11.0,10.0,0.0,0.0,21.0,70.0,33.0,112.0,29.5
832,New York,2003.0,25.0,6.0,5.0,0.0,0.0,11.0,62.0,27.0,8.0,0.0,0.0,35.0,150.0,46.0,212.0,21.7
833,North Carolina,2003.0,29.0,5.0,2.0,0.0,0.0,7.0,50.0,17.0,11.0,0.0,0.0,28.0,120.0,35.0,170.0,20.6
834,North Dakota,2003.0,44.0,3.0,2.0,0.0,0.0,5.0,47.0,6.0,11.0,0.0,0.0,17.0,94.0,22.0,141.0,15.6
835,Ohio,2003.0,33.0,2.0,0.0,0.0,0.0,2.0,33.0,12.0,11.0,0.0,0.0,23.0,99.0,25.0,132.0,18.9
836,Oklahoma,2003.0,47.0,4.0,2.0,0.0,0.0,6.0,48.0,6.0,5.0,0.0,0.0,11.0,101.0,17.0,149.0,11.4
837,Oregon,2003.0,4.0,6.0,2.0,0.0,0.0,8.0,30.0,11.0,9.0,0.0,0.0,20.0,60.0,28.0,90.0,31.1
838,Pennsylvania,2003.0,45.0,5.0,3.0,0.0,0.0,8.0,50.0,10.0,17.0,0.0,0.0,27.0,203.0,35.0,253.0,13.8
839,Rhode Island,2003.0,32.0,7.0,2.0,0.0,0.0,9.0,38.0,10.0,3.0,0.0,0.0,13.0,75.0,22.0,113.0,19.5
840,South Carolina,2003.0,50.0,2.0,0.0,0.0,0.0,2.0,46.0,7.0,7.0,0.0,0.0,14.0,124.0,16.0,170.0,9.4
841,South Dakota,2003.0,41.0,0.0,4.0,0.0,0.0,4.0,35.0,4.0,9.0,0.0,0.0,13.0,70.0,17.0,105.0,16.2
842,Tennessee,2003.0,38.0,4.0,1.0,0.0,0.0,5.0,33.0,12.0,6.0,0.0,0.0,18.0,99.0,23.0,132.0,17.4
843,Texas,2003.0,32.0,2.0,2.0,0.0,0.0,4.0,31.0,11.0,20.0,0.0,0.0,31.0,150.0,35.0,181.0,19.3
844,Utah,2003.0,24.0,3.0,2.0,0.0,0.0,5.0,29.0,7.0,11.0,0.0,0.0,18.0,75.0,23.0,104.0,22.1
845,Vermont,2003.0,5.0,8.0,1.0,0.0,0.0,9.0,30.0,26.0,19.0,0.0,1.0,46.0,150.0,55.0,180.0,30.6
846,Virginia,2003.0,43.0,7.0,0.0,0.0,0.0,7.0,40.0,7.0,8.0,0.0,0.0,15.0,100.0,22.0,140.0,15.7
847,Washington,2003.0,1.0,15.0,6.0,0.0,0.0,21.0,49.0,21.0,12.0,0.0,0.0,33.0,98.0,54.0,147.0,36.7
848,West Virginia,2003.0,34.0,1.0,4.0,0.0,0.0,5.0,34.0,14.0,6.0,0.0,0.0,20.0,100.0,25.0,134.0,18.7
849,Wisconsin,2003.0,16.0,3.0,6.0,0.0,0.0,9.0,33.0,12.0,15.0,0.0,0.0,27.0,99.0,36.0,132.0,27.3
850,Wyoming,2003.0,37.0,3.0,2.0,0.0,0.0,5.0,30.0,6.0,5.0,0.0,0.0,11.0,60.0,16.0,90.0,17.8
851,Alabama,2002.0,50.0,2.0,1.0,0.0,0.0,3.0,35.0,6.0,2.0,0.0,0.0,8.0,105.0,11.0,140.0,7.9
852,Alaska,2002.0,32.0,2.0,0.0,1.0,0.0,3.0,20.0,4.0,5.0,0.0,0.0,9.0,40.0,12.0,60.0,20.0
853,Arizona,2002.0,2.0,6.0,5.0,0.0,0.0,11.0,30.0,10.0,11.0,0.0,0.0,21.0,60.0,32.0,90.0,35.6
854,Arkansas,2002.0,45.0,2.0,2.0,0.0,0.0,4.0,35.0,10.0,4.0,0.0,0.0,14.0,100.0,18.0,135.0,13.3
855,California,2002.0,13.0,10.0,0.0,0.0,0.0,10.0,40.0,20.0,4.0,0.0,0.0,24.0,80.0,34.0,120.0,28.3
856,Colorado,2002.0,4.0,7.0,3.0,0.0,0.0,10.0,35.0,13.0,11.0,0.0,0.0,24.0,65.0,34.0,100.0,34.0
857,Connecticut,2002.0,9.0,6.0,2.0,0.0,0.0,8.0,36.0,33.0,15.0,0.0,0.0,48.0,151.0,56.0,187.0,29.9
858,Deleware,2002.0,17.0,3.0,3.0,0.0,0.0,6.0,21.0,3.0,7.0,0.0,0.0,10.0,41.0,16.0,62.0,25.8
859,Florida,2002.0,21.0,3.0,4.0,0.0,0.0,7.0,40.0,17.0,14.0,0.0,0.0,31.0,120.0,38.0,160.0,23.8
860,Georgia,2002.0,30.0,9.0,1.0,0.0,0.0,10.0,56.0,29.0,10.0,0.0,0.0,39.0,180.0,49.0,236.0,20.8
861,Hawaii,2002.0,19.0,6.0,0.0,0.0,0.0,6.0,25.0,7.0,6.0,0.0,0.0,13.0,51.0,19.0,76.0,25.0
862,Idaho,2002.0,15.0,1.0,5.0,0.0,0.0,6.0,35.0,4.0,18.0,0.0,0.0,22.0,70.0,28.0,105.0,26.7
863,Illinois,2002.0,16.0,6.0,6.0,0.0,0.0,12.0,59.0,20.0,15.0,0.0,0.0,35.0,118.0,47.0,177.0,26.6
864,Indiana,2002.0,36.0,6.0,6.0,0.0,0.0,12.0,50.0,7.0,7.0,0.0,0.0,14.0,100.0,26.0,150.0,17.3
865,Iowa,2002.0,27.0,3.0,8.0,0.0,0.0,11.0,50.0,12.0,10.0,0.0,0.0,22.0,100.0,33.0,150.0,22.0
866,Kansas,2002.0,6.0,3.0,10.0,0.0,0.0,13.0,40.0,19.0,22.0,0.0,0.0,41.0,125.0,54.0,165.0,32.7
867,Kentucky,2002.0,47.0,0.0,4.0,0.0,0.0,4.0,38.0,9.0,2.0,0.0,0.0,11.0,100.0,15.0,138.0,10.9
868,Louisiana,2002.0,38.0,3.0,0.0,0.0,0.0,3.0,39.0,14.0,6.0,0.0,0.0,20.0,105.0,23.0,144.0,16.0
869,Maine,2002.0,8.0,11.0,3.0,1.0,0.0,15.0,35.0,28.0,13.0,0.0,0.0,41.0,151.0,56.0,186.0,30.1
870,Maryland,2002.0,11.0,7.0,2.0,0.0,0.0,9.0,47.0,37.0,9.0,0.0,0.0,46.0,141.0,55.0,188.0,29.3
871,Massachusetts,2002.0,18.0,11.0,1.0,0.0,0.0,12.0,40.0,32.0,7.0,0.0,0.0,39.0,160.0,51.0,200.0,25.5
872,Michigan,2002.0,26.0,3.0,3.0,0.0,0.0,6.0,38.0,15.0,12.0,0.0,0.0,27.0,110.0,33.0,148.0,22.3
873,Minnesota,2002.0,10.0,14.0,11.0,0.0,0.0,25.0,67.0,22.0,13.0,0.0,0.0,35.0,134.0,60.0,201.0,29.9
874,Mississippi,2002.0,46.0,6.0,0.0,0.0,0.0,6.0,52.0,12.0,4.0,0.0,0.0,16.0,122.0,22.0,174.0,12.6
875,Missouri,2002.0,24.0,2.0,4.0,0.0,0.0,6.0,34.0,24.0,15.0,0.0,0.0,39.0,163.0,45.0,197.0,22.8
876,Montana,2002.0,20.0,7.0,1.0,0.0,0.0,8.0,50.0,15.0,13.0,0.0,0.0,28.0,100.0,36.0,150.0,24.0
877,Nebraska*,2002.0,31.0,0.0,0.0,0.0,0.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,49.0,20.4
878,Nevada,2002.0,3.0,4.0,1.0,0.0,0.0,5.0,21.0,11.0,6.0,0.0,0.0,17.0,42.0,22.0,63.0,34.9
879,New Hampshire,2002.0,12.0,5.0,2.0,0.0,0.0,7.0,24.0,69.0,48.0,0.0,0.0,117.0,400.0,124.0,424.0,29.2
880,New Jersey,2002.0,40.0,3.0,2.0,0.0,0.0,5.0,40.0,10.0,4.0,0.0,0.0,14.0,80.0,19.0,120.0,15.8
881,New Mexico,2002.0,7.0,7.0,5.0,0.0,0.0,12.0,42.0,12.0,10.0,0.0,0.0,22.0,70.0,34.0,112.0,30.4
882,New York,2002.0,29.0,7.0,3.0,0.0,0.0,10.0,61.0,26.0,9.0,0.0,0.0,35.0,150.0,45.0,211.0,21.3
883,North Carolina,2002.0,33.0,4.0,1.0,0.0,0.0,5.0,50.0,14.0,13.0,0.0,0.0,27.0,120.0,32.0,170.0,18.8
884,North Dakota,2002.0,37.0,3.0,3.0,0.0,0.0,6.0,49.0,7.0,12.0,0.0,0.0,19.0,98.0,25.0,147.0,17.0
885,Ohio,2002.0,28.0,3.0,1.0,0.0,0.0,4.0,33.0,13.0,12.0,0.0,0.0,25.0,99.0,29.0,132.0,22.0
886,Oklahoma,2002.0,49.0,3.0,3.0,0.0,0.0,6.0,48.0,4.0,5.0,0.0,0.0,9.0,101.0,15.0,149.0,10.1
887,Oregon,2002.0,5.0,7.0,1.0,0.0,0.0,8.0,30.0,12.0,10.0,0.0,0.0,22.0,60.0,30.0,90.0,33.3
888,Pennsylvania,2002.0,44.0,5.0,3.0,0.0,0.0,8.0,50.0,12.0,15.0,0.0,0.0,27.0,203.0,35.0,253.0,13.8
889,Rhode Island,2002.0,25.0,8.0,2.0,0.0,0.0,10.0,50.0,20.0,4.0,0.0,0.0,24.0,100.0,34.0,150.0,22.7
890,South Carolina,2002.0,48.0,2.0,0.0,0.0,0.0,2.0,46.0,7.0,9.0,0.0,0.0,16.0,124.0,18.0,170.0,10.6
891,South Dakota,2002.0,42.0,0.0,5.0,0.0,0.0,5.0,35.0,4.0,7.0,0.0,0.0,11.0,70.0,16.0,105.0,15.2
892,Tennessee,2002.0,39.0,4.0,1.0,0.0,0.0,5.0,33.0,11.0,5.0,0.0,0.0,16.0,99.0,21.0,132.0,15.9
893,Texas,2002.0,34.0,2.0,2.0,0.0,0.0,4.0,31.0,16.0,14.0,0.0,0.0,30.0,150.0,34.0,181.0,18.8
894,Utah,2002.0,23.0,4.0,2.0,0.0,0.0,6.0,29.0,9.0,9.0,0.0,0.0,18.0,75.0,24.0,104.0,23.1
895,Vermont,2002.0,14.0,8.0,1.0,0.0,0.0,9.0,30.0,25.0,15.0,0.0,1.0,41.0,150.0,50.0,180.0,27.8
896,Virginia,2002.0,43.0,7.0,0.0,0.0,0.0,7.0,40.0,7.0,7.0,0.0,0.0,14.0,100.0,21.0,140.0,15.0
897,Washington,2002.0,1.0,17.0,6.0,0.0,0.0,23.0,49.0,21.0,13.0,0.0,0.0,34.0,98.0,57.0,147.0,38.8
898,West Virginia,2002.0,35.0,2.0,3.0,0.0,0.0,5.0,34.0,17.0,3.0,0.0,0.0,20.0,100.0,25.0,134.0,18.7
899,Wisconsin,2002.0,22.0,3.0,7.0,0.0,0.0,10.0,33.0,10.0,11.0,0.0,0.0,21.0,99.0,31.0,132.0,23.5
900,Wyoming,2002.0,41.0,3.0,2.0,0.0,0.0,5.0,30.0,4.0,5.0,0.0,0.0,9.0,60.0,14.0,90.0,15.6
901,Alabama,2001.0,50.0,2.0,1.0,0.0,0.0,3.0,35.0,6.0,2.0,0.0,0.0,8.0,105.0,11.0,140.0,7.9
902,Alaska,2001.0,30.0,2.0,0.0,2.0,0.0,4.0,20.0,4.0,5.0,0.0,0.0,9.0,40.0,13.0,60.0,21.7
903,Arizona,2001.0,2.0,6.0,4.0,0.0,0.0,10.0,30.0,10.0,12.0,0.0,0.0,22.0,60.0,32.0,90.0,35.6
